"title"	"content"
"갤럭시S8 사전구매 '덱스(DEX)' 공짜··· 삼성전자 대규모 프로모션 실시"	"  삼성전자가 갤럭시S8 출시 기념 프로모션을 공개했다.삼성전자는 31일 갤럭시S8·S8플러스 사전구매 고객 대상 4가지 혜택을 제공한다. 프로모션 기간은 내달 21일부터 5월 31일까지다.사전구매 고객 중 내달 18일부터 5월 15일까지 이벤트에 참여하면, 삼성 덱스(DeX) 혹은 블루투스 스피커 '레벨 박스 슬림'이 제공된다. 갤럭시S8플러스 128GB 고객에겐 삼성 덱스가 지급되며, 그 외 기종 구매 고객에게는 레벨박스 슬림이 제공된다.삼성 덱스는 갤럭시S8 기능을 PC로 전환, 모니터에서 보여주는 역할을 하는 기기다.사전구매 고객은 개통 매장에서 초박형 케이스와 보호필름 2매 패키지도 받을 수 있다.출시 기념 프로모션도 별도로 실시한다. △디스플레이 파손시 교체비용 50% 지원(1년 1회 한정) △모바일 케어팩 혜택 1년 제공 또는 정품 액세서리 5만원 할인 쿠폰 △리니지2 레볼루션 아이템(10만원 상당) 혹은 유튜브 레드 3개월 이용권 총 3가지로 구성됐다.삼성전자는 배터리 불안감을 불식시키기 위해 '모바일 케어팩'을 준비했다. 배터리 충전 효율 80% 이하인 경우 배터리를 교체해주는 대목이 눈길을 끈다. 이외 액정 수리비용 50% 할인 2회 제공, 최대 2년 워런티 보장,삼성 임직원 대상 온라인 교육 '삼성에듀' 1년 무료 사용권 등 다양한 혜택을 준비했다.정품 액세서리 5만원 할인 쿠폰도 상당한 유인책이다. 기어VR(2017), 기어360(2017), 클리어 뷰 스탠징 포함 전용 케이스류, 급속 무선 충전기,급속 배터리팩(5100mAh) 중 택일, 5만원 할인 혜택이 지급된다. 6월 30일까지 발급 가능하다.정품 액세서리를 삼성페이에 등록된 삼성카드로 결제하면 3000원 캐시백을 받을 수 있다.삼성전자는 한국시간 30일 갤럭시S8·S8플러스를 공개하자마자 본격 마케팅에 들어갔다. 제품에 대한 기대감을 실제 개통까지 이어가기 위한 포석이다.내달 1일부터 이동통신사 매장과 삼성 디지털프라자에 체험존이 운영되며, 7일부터 17일까지 사전예약이 진행된다. 출시는 4월 21일이다.함지현기자 goham@etnews.com▶ 전자신문 인기 포스트▶ 전자신문 공식 페이스북▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
"벚꽃놀이하면서 LG트윈타워 G6 불빛도 즐겨요·· LG전자, 이색 점등광고"	"  LG전자가 여의도 LG트윈타워에서 1일부터 두 달간 점등광고 'G6 타임'을 실시한다. 오후 9시부터 자정까지 건물 실내조명을 이용, 'G6' 제품명을 형상화한다.LG전자는 한강변에 자리잡은 LG트윈타워 지리적 이점을 활용, 봄 나들이객에게 'LG G6'를 적극 알릴 예정이다.전략 스마트폰 'G', 'G3', 'G5', 'V20' 제품명과 올레드 TV 영어 표기인 'OLED'도 LG트윈타워에서 점등광고를 실시한 바 있다.김수영 LG전자 MC사업본부 마케팅FD 담당(상무)는 “이색 점등광고로 고객들에게 재미를 주고, 차별적인 마케팅을 통해 'LG G6' 브랜드 이미지를 강화할 것”이라고 강조했다.앞서 LG전자는 G6 생산라인을 공개하는 등 18대9 화면비 5.7인치 QHD+ '풀비전' 디스플레이를 탑재한 LG G6 적극 알리기에 나서고 있다.함지현기자 goham@etnews.com▶ 전자신문 인기 포스트▶ 전자신문 공식 페이스북▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
"인도 中업체 간부 '인도국기 훼손'… 항의시위로 조업 중단"	"  사태 확산되자 양국 정부까지 가세 '기싸움 양상'(뉴델리=연합뉴스) 나확진 특파원 = 인도에 진출한 중국 스마트폰 제조사 오포(OPPO)가 중국인 직원의 인도 국기 훼손으로 며칠째 조업을 하지 못하는 등 곤욕을 치르고 있다.    31일 인도 언론과 업계에 따르면 수도 뉴델리 외곽 노이다에 있는 오포 제조공장에서 지난 28일부터 인도인 직원 수백명이 조업을 거부하고 회사 앞에서 항의시위를 벌였다.  지난 1일 스페인 바르셀로나에서 열린 모바일 월드 콩그레스(MWC)에서 관람객들이 오포 부스를 방문하고 있다.[AFP=연합뉴스 자료사진]    직원들은 2달 전 인도 제헌절인 공화국의 날을 기념해 벽에 붙인 인도 국기 포스터를 회사의 중국인 간부가 함부로 떼어낸 뒤 찢어서 쓰레기통에 버렸다면서 인도를 모독한 것이라고 항의했다.    오포 인도법인은 직원들의 반발이 이어지자 \"중국인 주재원의 개인적 잘못\"이라면서도 회사 차원의 사과 성명을 발표하고 그를 해고했다.    현지 경찰도 이 중국인 직원을 국가상징물 모독 혐의로 조사에 착수했다.    하지만 이 같은 조치에도 파문이 가라앉지 않자 양국 정부까지 개입하고 나섰다.    루캉(陸慷) 중국 외교부 대변인은 지난 29일 브리핑에서 \"중국 정부는 해외에 진출한 중국 기업과 직원들에게 현지 법규를 준수하고 관습을 존중하라고 요청해 왔다\"면서도 \"중국 기업과 직원들의 적법한 권리도 보호되기를 희망한다\"고 밝혔다.    이에 대해 고팔 바글라이 인도 외교부 대변인은 다음날 \"국가상징물은 어디에서나 존중받아야 한다\"면서 \"관계기관이 이번 사건을 조사하고 있으며 법에 따른 조치가 취해질 것\"이라며 단호한 태도를 보였다.    인도에서는 올해 초 미국 전자상거래업체 아마존에서 신발을 터는 현관 매트에 인도 국기가 그려진 제품이 판매되고 있다는 사실이 알려지면서 정부 차원에서 아마존에 경고해 사과를 받아내는 등 국가상징물 훼손에 반감이 크다.    지난해 11월 말에는 대법원이 모든 영화관에서 영화 상영 전 인도 국기를 화면에 비추고 국가를 틀어야하며 이때 관객이 기립해야 한다는 결정을 내렸다. 이후 이를 거부한 일부 관객이 다른 관객과 시비가 붙거나 경찰 조사를 받기도 했다.    한편, 일각에서는 이번 오포의 조업 중단 사태가 국기 존중 문제뿐 아니라 초과근무 수당, 노동법 준수, 현지 직원과 외국 주재원의 마찰 등 기업 내부 문제가 국기 훼손 사태를 빌미로 터져 나온 것이라고 해석하기도 했다.    중국 스마트폰 시장 1위로 올라선 오포는 지난해 말 2천600억원을 들여 인도에 제조 공장을 추가 설립하기로 하는 등 최근 인도 시장에 투자를 확대하고 있다.지난 2일 인도 수도 뉴델리의 델리대학교에서 여당인 인도국민당(BJP)의 학생조직인 ABVP 소속 학생들이 인도 국기를 들고 집회를 하고 있다. 이 사진은 본문 기사와 직접적인 관련은 없다.[AFP=연합뉴스 자료사진]rao@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)"
"스마트폰 제조사·통신사, 벚꽃 마케팅 ‘점화’"	"- LG전자 ‘G6’ 점등광고…통신3사, 품질 관리 ‘만전’[디지털데일리 윤상호기자] 날씨도 정국도 봄 같지 않지만 봄은 봄이다. 벚꽃이 봄소식을 전한다. 벚꽃을 즐기기 위한 봄나들이 인파가 늘어나고 있다. 이들을 대상으로 LG전자 SK텔레콤 KT LG유플러스 등 정보통신기술(ICT) 업계도 벚꽃 마케팅에 나섰다.31일 LG전자는 오는 1일부터 2개월 동안 오후 9시부터 자정까지 서울 여의도 LG트윈타워 실내조명을 이용해 ‘G6’ 점등광고를 실시한다.여의도는 대표적 벚꽃 축제 장소다. LG전자는 한강 변에 위치, 여러 방향에서 보이는 LG트윈타워의 지리적 이점을 활용해 봄 나들이객에게 G6를 적극 알린다. LG전자는 LG트윈타워를 이용한 스마트폰과 TV 점등광고를 여러 차례 해 왔다.G6는 지난 10일 출시한 LG전자의 전략 스마트폰이다. 5.7인치 초고화질(QHD+, 1440*2880) 화면을 갖췄다. 18대 9 화면비를 채용해 한 손 조작에 불편함이 없도록 했다. 미국 국방부 내구성 시험 항목 14개를 통과했다.LG전자 모바일커뮤니케이션스(MC)사업본부 마케팅FD(Function Division) 담당 김수영 상무는 “이색 점등광고로 고객에게 재미를 주고, 차별적인 마케팅을 통해 G6의 브랜드 이미지를 강화할 것”이라고 말했다.통신사는 품질관리가 곧 마케팅이다. 잘 터지는 통신사와 잘 안 터지는 통신사는 하늘과 땅 차이다. SK텔레콤에 따르면 진해 군항제 및 여의도 봄꽃 축제 등 꽃 축제 지역 트래픽은 평시 대비 최대 36%가 증가할 전망이다. 이동통신은 사람이 많아지면 속도가 떨어지고 심할 경우 접속이 제대로 되지 않는다. SK텔레콤 KT LG유플러스는 ▲기지국 용량 및 무선랜(WiFi, 와이파이) 증설 ▲이동기지국 배치 ▲특별소통 상황실 운영 등에 나섰다. SK텔레콤은 진해 군항제가 열리는 창원 중원로터리 인근에는 이동기지국 1대뿐 아니라 ▲롱텀에볼루션(LTE) 기지국 28식 ▲무선랜 9식을 증설했다. 같은 곳에 KT는 26식 LG유플러스는 3식의 기지국을 늘렸다. 여의도는 SK텔레콤은 ▲이동기지국 1대 ▲LTE 기지국 7식 ▲무선랜 34식을 확대했다. KT는 ▲이동기지국 3대 ▲LTE 기지국 14식 ▲무선랜 10식을 배치했다. LG유플러스는 LTE 기지국 3식을 더했다. 축제 기간 트래픽 상황에 따라 추가 대응도 준비 중이다.SK텔레콤은 “주요 행사가 끝나는 4월10일까지 특별소통 상황실을 운영해 축제 개막식, 주말 등 고객이 집중적으로 몰리는 시간 대에 집중 모니터링과 실시간 대응에 나설 계획이다”라고 설명했다.LG유플러스는 “축제 기간을 전후해 데이터 트래픽 급증 또는 장애 발생 상황을 대비해 실시간 현장감시 체계를 강화한다. 뿐만 아니라 긴급 트래픽 분산 및 현장에서의 신속한 대응을 위해 주요 행사지역에 현장 운영요원을 배치한다”고 전했다.한편 SK텔레콤은 고객 행복 서비스 부스도 운영한다. 주요 축제 장소에 설치했다. 무료 충전과 휴대폰 간편 수리, 액정필름 교체, 사진 인화 서비스 등을 제공한다.crow@ddaily.co.krIT언론의 새로운 대안[디지털데일리]IT정보의 즐거운 업그레이드[딜라이트닷넷]윤상호(crow@ddaily.co.kr)<저작권자 ⓒ 디지털데일리 무단전재-재배포금지>"
"얼굴인식 스마트폰 '보안성 취약'… 사진만 대도 \"OK\""	"  IT업계 \"현 수준의 기능은 재미로만 써야\"LG전자 G6의 얼굴인식 잠금 해제 설정    (서울=연합뉴스) 한지훈 기자 = 요즘 나오는 안드로이드 스마트폰 일부는 '얼굴 잠금 해제' 기능을 갖추고 있다. 전면 카메라에 얼굴을 비추면 즉시 잠금이 풀린다.    그러나 이 기능은 실제 얼굴 대신 사진을 갖다 대도 잠금이 해제될 정도로 보안성이 취약해 '재미'로만 써야 한다는 업계 관계자들의 지적이 나온다.    31일 정보기술(IT)업계에 따르면 스마트 기기 전문 유튜브 채널인 '아이 디바이스 헬프'는 지난 29일 사진만으로 갤럭시S8의 화면 잠금을 해제하는 장면을 공개했다.    갤럭시S8으로 사람의 얼굴 사진을 촬영한 후 이 사람의 얼굴을 인식하도록 설정된 다른 갤럭시S8의 전면 카메라에 사진 화면을 대니 즉시 화면 잠금이 해제됐다.    아이 디바이스 헬프는 \"얼굴 사진으로 잠금이 해제돼 놀랐다\"며 \"동영상 속의 시제품 갤럭시S8의 소프트웨어가 아직 완성되지 않아서 일어난 일이기를 바란다. 물론 출시 후에 이래서는 안 된다\"고 지적했다.얼굴인식 잠금 해제를 설정할 때 나오는 안내문    이런 약점은 다음달 출시될 삼성전자 갤럭시S8뿐만 아니라, 이달 출시된 LG전자 G6 등 얼굴인식 잠금 해제 기능을 가진 일부 안드로이드 스마트폰에 공통된 것이다. LG전자의 경우 G6에 이런 기능이 있음을 적극적으로 알리지 않았다    얼굴인식 잠금 해제 기능은 안드로이드 4.0 '아이스크림샌드위치'(2011년 10월 공개) 이후 안드로이드에 기본으로 포함돼 있으나 제품에 따라 이를 채택하기도 하고 않기도 한다.     이 기능의 보안성이 뛰어나지 않다는 점은 구글 스스로도 인정하는 바다.    이 때문에 안드로이드 단말기들은 이용자가 얼굴인식 잠금 해제를 설정하려 할 때 \"얼굴인식은 패턴, PIN, 비밀번호보다 안전하지 못하고, 외모가 비슷한 사람이 스마트폰을 잠금 해제할 수 있다\"고 알려 준다.    업계 관계자는 \"잠든 사람의 얼굴이나 사진으로도 충분히 화면이 풀릴 수 있다\"며 \"지금 수준의 얼굴인식은 재미를 위한 기능이지 보안 기능으로 보기는 어렵다\"고 말했다.사진으로 갤럭시S8 화면 잠금을 해제하는 장면    hanjh@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)"
"SKT, 봄맞이 행사 트래픽 증가 예상…기지국 증설"	"  (서울=연합뉴스) 한지훈 기자 = SK텔레콤은 봄맞이 행사가 열리는 지역에서 LTE 데이터 사용량이 급증할 것으로 예상됨에 따라 해당 지역의 기지국을 점검하고 용량을 증설했다고 31일 밝혔다.     SK텔레콤은 진해 군항제가 열리는 창원시 진해구 중원로터리와 봄꽃 축제가 열리는 서울 영등포구 여의서로 일대에 이동기지국, LTE 기지국, 와이파이 등을 증설했다.     제주 유채꽃 축제, 경주 벚꽃 축제, 신안 튤립 축제 등이 열리는 장소에도 기지국을 추가 설치했다.    SK텔레콤은 이들 지역의 LTE 데이터 사용량이 최고 35% 증가할 것으로 예상하고 있다.    SK텔레콤은 다음 달 10일까지 특별 소통 상황실을 운영하면서 자사 이동통신 서비스를 집중 모니터링하고 이상이 발생하면 즉시 대응에 나설 계획이다. 다음달 1일 진해 군항제가 열리는 창원시 진해구 중원로터리 인근에서 SK직원들이 기지국을 점검하고 있다. [SK텔레콤 제공]    hanjh@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)"
"네이버 파파고, 스페인어·프랑스어 인공신경망 번역"	"[아이뉴스24 민혜정기자] 파파고가 인공신경망 번역 방식을 지원하는 언어를 확대했다.네이버의 모바일 통역앱 파파고는 '한국어·스페인어', '한국어·프랑스어' 언어 간에도 인공신경망 번역을 적용했다고 31일 발표했다.파파고는 지난해 '한국어·영어', '한국어·중국어'에 이어 인공신경망 번역 언어를 확대하며 번역 품질을 높여가고 있다.인공신경망 번역(NMT)은 인공지능(AI)이 스스로 빅데이터를 학습하고 번역하는 번역기술이다. 과거 통계기반 번역(SMT)이 단어와 몇 개 단어가 모인 구(Phrase) 단위로 각각 나눠 번역했다면, 인공신경망 번역은 문장 전체 문맥을 파악한 뒤 단어와 순서, 의미, 문맥 차이 등을 스스로 반영해 번역한다.이번 프랑스어, 스페인어 적용을 통해 파파고가 번역결과를 제공하는 언어권은 북미, 아시아에 이어 유럽, 중남미까지 확대했다.김준석 파파고 리더는 \"올해 내 인도네시아어, 태국어, 중국어(번체), 베트남어 등 지원언어를 확대하는 한편 더욱 자연스러운 번역 결과를 제공하기 위해 품질 개선에 주력할 계획\"이라고 말했다./민혜정기자 hye555@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"\"갤럭시S8, 애플을 디자인 후발주자 만들어\""	"  美매체, 6개월 먼저 '베젤-홈버튼 없는 폰' 구현 (지디넷코리아=김익현 기자)“애플이 스마트폰 디자인 흐름에서 뒤지고 있다는 걸 확인해줬다.” 삼성이 29일(현지시간) 미국 뉴욕에서 공개한 갤럭시S8에 대해 외신들도 찬사를 쏟아내고 있다. 뛰어난 성능과 깔끔한 디자인에 대해 특히 높은 평가가 이어지고 있다. 이런 가운데 미국의 대표적인 IT 전문 매체 리코드가 베젤과 홈 버튼을 없앤 깔끔한 모양의 갤럭시S8이 ‘디자인 강자’ 애플을 오히려 추격자로 만들었다고 평가해 눈길을 끌었다.            홈 버튼이 사라진 갤럭시S8 (사진=씨넷) ■ 10년 전 버튼 먼저 없앤 애플, 이젠 오히려 흐름 뒤져  리코드는 애플이 10년 전 아이폰을 내놓으면서 스마트폰 디자인을 혁신했다고 운을 뗐다. 실제로 스티브 잡스 애츨 최고경영자(CEO)는 2007년 아이폰을 처음 공개하면서 ‘물리적 버튼’을 없애버린 깔끔한 화면 디자인을 굉장히 강조했다. 이후 스마트폰 디자인 트렌드는 한 동안 애플이 주도했다. 삼성을 비롯한 안드로이드업체들은 한 때 애플 디자인을 따라한다는 비판을 받기도 했다. 삼성이 최근까지 미국 대법원까지 가면서 애플과 특허 소송을 벌인 것도 따지고 보면 디자인 문제 때문이었다.  하지만 최근 들어 시장 상황이 달라지고 있다. 애플이 제자리에서 머뭇거리고 있는 사이에 삼성을 비롯한 안드로이드업체들은 베젤 없는(edge-to-edge) 폰’을 연이어 내놓으면서 디자인 혁신을 주도했다.            스티브 잡스는 2007년 아이폰을 처음 소개할 당시 물리적 키보드가 화면 절반을 차지하고 있던 스마트폰을 조롱하고 있다. (사진=유튜브 캡처) 그 정점을 보여준 것이 이번에 공개된 갤럭시S8이라고 리코드는 평가했다. 물론 애플도 올 연말 내놓을 아이폰8을 통해 디자인 혁신을 선보일 것이란 전망이 나오고 있다. 위아래 베젤을 없애고 터치ID 지문 센서를 탑재하는 등 모처럼 혁신적인 디자인과 성능을 보여줄 것으로 예상된다. 그럼에도 불구하고 삼성은 갤럭시S8을 통해 전설적인 산업 디자이너인 조너선 아이브가 있는 애플을 스마트폰 디자인 후발주자로 만들어버렸다고 리코드가 분석했다.  애플이 올 연말 보여줄 새로운 디자인을 삼성이 반 년 먼저 구현하는 데 성공했다는 의미다.  ■ 애플, 2014년 아이폰6 때부터 '패스트 팔로워' 스마트폰 ‘퍼스트 무버’였던 애플이 ‘패스트 팔로워’로 입장이 바뀐 건 이번이 처음은 아니다. 한 때 대형 화면에 대해 강한 거부감을 보였던 애플은 2014년 아이폰6 때 결국 5인치 모델을 내놓으면서 ’안드로이드폰 따라하기’에 나섰다.  리코드는 “애플이 대형 화면을 외면한 것은 소비자들의 욕구가 어느 쪽에 있는지 제대로 파악하지 못했다는 걸 보여준다”고 꼬집었다. 이런 가운데 이번에 삼성이 갤럭시S8에서 6개월 가량 먼저 ‘베젤 없는 폰’과 ‘홈 버튼 제거’란 혁신을 보여주면서 디자인 강자였던 애플을 추격자로 전락시켰다고 리코드가 평가했다. 김익현 기자(sini@zdnet.co.kr)"
"CJ디지털뮤직, 日 라인뮤직에 국내 음원 공급"	"[아이뉴스24 민혜정기자] CJ디지털뮤직은 일본 라인뮤직과 국내 음원에 대한 공급 계약을 체결하고, 일본 라인뮤직을 통한 서비스를 진행한다고 31일 발표했다.라인뮤직은 일본 메신저 시장 점유율 1위를 차지하고 있는 라인 메신저를 활용한 음악 스트리밍 서비스다. 지난 2015년 6월 출시해 누적 다운로드 2천만, 월간 활동 사용자 1천만을 넘어서는 등 많은 이용자를 보유하고 있다.CJ디지털뮤직은 라인뮤직에 국내 음원 공급, 정산 업무 대행 등 제반 역할을 담당하며 현지 서비스가 원활하게 진행될 수 있도록 협업을 진행할 예정이다.이 회사는 해외 음악 플랫폼인 구글뮤직을 비롯, 라인뮤직에 음원을 공급하고 있다. 이번 라인뮤직과의 계약은 세계 2위 음원 시장인 일본 진출을 통해 글로벌 성장을 가속화 하는 데 의미를 가질 수 있다고 회사 측은 설명했다.이동헌 CJ디지털뮤직 사업본부장은 \"CJ디지털뮤직은 국내외 음악 플랫폼에 음원을 제공하는 유통사의 역할도 수행하고 있다\"며 \"앞으로도 여러 장르의 폭 넓은 음원을 수급해 다양한 플랫폼에 공급할 것\"이라고 강조했다./민혜정기자 hye555@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"리코코리아, 박영철 신임 대표이사 사장 선임"	" [디지털데일리 윤상호기자] 리코코리아는 오는 4월1일자로 신임 대표이사 사장에 리코 본사 출신 박영철 사장을 선임한다고 31일 밝혔다.박 신임 사장은 한국외국어대학교를 졸업했다. 앰코테크놀로지 재팬 영업부장을 거쳐 리코 일렉트로닉 디바이스의 영업부장 및 중국과 한국 법인장을 역임했다. 리코코리아는 리코 그룹 내 다양한 사업 분야에서 영업 및 관리 경험을 보유한 박 신임 사장 선임을 통해 사업 활성화를 기대했다.박 신임 사장은 “리코코리아는 2013년 설립 이후 글로벌 시장에서의 경험과 노하우를 바탕으로 오피스 솔루션 및 프로덕션 프린팅 분야 고객에게 가치를 제공하며 꾸준히 성장해왔다”며 “앞으로도 우수한 제품과 서비스를 통해 한 단계 더 도약할 수 있도록 최선의 노력을 다할 것”이라고 말했다.한편 기존 사카이 하루히사 대표는 회장으로 취임했다. 박 신임 사장과 공동경영을 이어갈 예정이다.crow@ddaily.co.krIT언론의 새로운 대안[디지털데일리]IT정보의 즐거운 업그레이드[딜라이트닷넷]윤상호(crow@ddaily.co.kr)<저작권자 ⓒ 디지털데일리 무단전재-재배포금지>"
